Extracting info from 303 images ....
P17110409473410.jpg,2017-11-04 09:47:34,4002
P17110409484110.jpg,2017-11-04 09:48:41,4048
P17110409494810.jpg,2017-11-04 09:49:48,4052
P17110409520110.jpg,2017-11-04 09:52:01,3820
P17110409530810.jpg,2017-11-04 09:53:08,4822
P17110409541410.jpg,2017-11-04 09:54:14,4808
P17110409552110.jpg,2017-11-04 09:55:21,4421
P17110409562810.jpg,2017-11-04 09:56:28,4541
P17110411030610.jpg,2017-11-04 11:03:06,4174
P17110412094610.jpg,2017-11-04 12:09:46,4769
P17110413162610.jpg,2017-11-04 13:16:26,4940
P17110414230510.jpg,2017-11-04 14:23:05,8714
P17110416362510.jpg,2017-11-04 16:36:25,6364
P17110509163010.jpg,2017-11-05 09:16:30,4918
P17110510230810.jpg,2017-11-05 10:23:08,7053
P17110511294810.jpg,2017-11-05 11:29:48,11808
P17110512362610.jpg,2017-11-05 12:36:26,15838
P17110513430510.jpg,2017-11-05 13:43:05,23905
P17110514494310.jpg,2017-11-05 14:49:43,23803
P17110515562210.jpg,2017-11-05 15:56:22,30795
P17110517030010.jpg,2017-11-05 17:03:00,35321
P17110521294110.jpg,2017-11-05 21:29:41,20947
P17110608362510.jpg,2017-11-06 08:36:25,28037
P17110609430410.jpg,2017-11-06 09:43:04,41290
P17110610494210.jpg,2017-11-06 10:49:42,32251
P17110611562110.jpg,2017-11-06 11:56:21,37636
P17110613025910.jpg,2017-11-06 13:02:59,40301
P17110614093910.jpg,2017-11-06 14:09:39,24000
P17110615161710.jpg,2017-11-06 15:16:17,19242
P17110707562310.jpg,2017-11-07 07:56:23,49127
P17110709030010.jpg,2017-11-07 09:03:00,52551
P17110710094010.jpg,2017-11-07 10:09:40,52000
P17110711161810.jpg,2017-11-07 11:16:18,62036
P17110712225710.jpg,2017-11-07 12:22:57,54991
P17110713293510.jpg,2017-11-07 13:29:35,57136
P17110714361410.jpg,2017-11-07 14:36:14,60719
P17110715425310.jpg,2017-11-07 15:42:53,63861
P17110716493210.jpg,2017-11-07 16:49:32,66960
P17110717561110.jpg,2017-11-07 17:56:11,70384
P17110719025010.jpg,2017-11-07 19:02:50,76054
P17110720092910.jpg,2017-11-07 20:09:29,77828
P17110721160810.jpg,2017-11-07 21:16:08,76000
P17110807161210.jpg,2017-11-08 07:16:12,64607
P17110808225110.jpg,2017-11-08 08:22:51,56782
P17110809293110.jpg,2017-11-08 09:29:31,68457
P17110810361010.jpg,2017-11-08 10:36:10,71212
P17110811424810.jpg,2017-11-08 11:42:48,72435
P17110812492710.jpg,2017-11-08 12:49:27,68071
P17110813560610.jpg,2017-11-08 13:56:06,68430
P17110815024410.jpg,2017-11-08 15:02:44,67950
P17110816092410.jpg,2017-11-08 16:09:24,71529
P17110817160210.jpg,2017-11-08 17:16:02,73365
P17110818224110.jpg,2017-11-08 18:22:41,71877
P17110819292010.jpg,2017-11-08 19:29:20,82856
P17110820355910.jpg,2017-11-08 20:35:59,82881
P17110821423810.jpg,2017-11-08 21:42:38,83163
P17110907424210.jpg,2017-11-09 07:42:42,84539
P17110908492210.jpg,2017-11-09 08:49:22,85590
P17110909560110.jpg,2017-11-09 09:56:01,93127
P17110911024010.jpg,2017-11-09 11:02:40,90733
P17110912091810.jpg,2017-11-09 12:09:18,96093
P17110913155710.jpg,2017-11-09 13:15:57,91709
P17110914223710.jpg,2017-11-09 14:22:37,93604
P17110915291610.jpg,2017-11-09 15:29:16,93787
P17110916355310.jpg,2017-11-09 16:35:53,93213
P17110917423310.jpg,2017-11-09 17:42:33,103761
P17110918491110.jpg,2017-11-09 18:49:11,96895
P17110919555010.jpg,2017-11-09 19:55:50,97107
P17110921022810.jpg,2017-11-09 21:02:28,103914
P17111009155110.jpg,2017-11-10 09:15:51,157371
P17111010223010.jpg,2017-11-10 10:22:30,151802
P17111011290810.jpg,2017-11-10 11:29:08,154770
P17111012354510.jpg,2017-11-10 12:35:45,161976
P17111013422610.jpg,2017-11-10 13:42:26,159632
P17111014490410.jpg,2017-11-10 14:49:04,160433
P17111015554310.jpg,2017-11-10 15:55:43,157358
P17111017022310.jpg,2017-11-10 17:02:23,163775
P17111018090210.jpg,2017-11-10 18:09:02,163629
P17111019154010.jpg,2017-11-10 19:15:40,163059
P17111109422510.jpg,2017-11-11 09:42:25,161412
P17111110490410.jpg,2017-11-11 10:49:04,168808
P17111111554310.jpg,2017-11-11 11:55:43,177066
P17111113022210.jpg,2017-11-11 13:02:22,164317
P17111114084910.jpg,2017-11-11 14:08:49,162811
P17111115154010.jpg,2017-11-11 15:15:40,166031
P17111116221710.jpg,2017-11-11 16:22:17,169337
P17111117285610.jpg,2017-11-11 17:28:56,165269
P17111118353710.jpg,2017-11-11 18:35:37,171756
P17111119421510.jpg,2017-11-11 19:42:15,174153
P17111121553410.jpg,2017-11-11 21:55:34,163566
P17111209022110.jpg,2017-11-12 09:02:21,199863
P17111210090010.jpg,2017-11-12 10:09:00,196707
P17111211153810.jpg,2017-11-12 11:15:38,171519
P17111212221710.jpg,2017-11-12 12:22:17,167826
P17111213285510.jpg,2017-11-12 13:28:55,172537
P17111214353610.jpg,2017-11-12 14:35:36,164867
P17111215421410.jpg,2017-11-12 15:42:14,158871
P17111216485310.jpg,2017-11-12 16:48:53,166557
P17111308222010.jpg,2017-11-13 08:22:20,208588
P17111309285910.jpg,2017-11-13 09:28:59,217687
P17111310353810.jpg,2017-11-13 10:35:38,230155
P17111311421710.jpg,2017-11-13 11:42:17,237054
P17111312485610.jpg,2017-11-13 12:48:56,220456
P17111313553310 (1).jpg,2017-11-13 13:55:33,239977
P17111313553310.jpg,2017-11-13 13:55:33,239977
P17111315021210 (1).jpg,2017-11-13 15:02:12,231417
P17111315021210.jpg,2017-11-13 15:02:12,231417
P17111316085210.jpg,2017-11-13 16:08:52,235234
P17111317153110 (1).jpg,2017-11-13 17:15:31,227973
P17111317153110.jpg,2017-11-13 17:15:31,227973
P17111318221010.jpg,2017-11-13 18:22:10,214849
P17111319284810.jpg,2017-11-13 19:28:48,217448
P17111407421510.jpg,2017-11-14 07:42:15,248003
P17111408485310.jpg,2017-11-14 08:48:53,216699
P17111409553210.jpg,2017-11-14 09:55:32,223547
P17111411021110.jpg,2017-11-14 11:02:11,216350
P17111412085110.jpg,2017-11-14 12:08:51,217947
P17111413152910.jpg,2017-11-14 13:15:29,217804
P17111414220710.jpg,2017-11-14 14:22:07,211909
P17111415284610.jpg,2017-11-14 15:28:46,217625
P17111416352510.jpg,2017-11-14 16:35:25,220512
P17111417420410.jpg,2017-11-14 17:42:04,212756
P17111418484210.jpg,2017-11-14 18:48:42,210820
P17111419552110.jpg,2017-11-14 19:55:21,226488
P17111421015910.jpg,2017-11-14 21:01:59,232460
P17111422083810.jpg,2017-11-14 22:08:38,235219
P17111423151810.jpg,2017-11-14 23:15:18,236382
P17111508084110.jpg,2017-11-15 08:08:41,269004
P17111509152010.jpg,2017-11-15 09:15:20,263085
P17111510215910.jpg,2017-11-15 10:21:59,246924
P17111511283810.jpg,2017-11-15 11:28:38,252302
P17111512351710.jpg,2017-11-15 12:35:17,231581
P17111513415610.jpg,2017-11-15 13:41:56,228838
P17111514483410.jpg,2017-11-15 14:48:34,229462
P17111515551410.jpg,2017-11-15 15:55:14,229575
P17111517015310.jpg,2017-11-15 17:01:53,232165
P17111518083210.jpg,2017-11-15 18:08:32,232656
P17111519151010.jpg,2017-11-15 19:15:10,230559
P17111520215010.jpg,2017-11-15 20:21:50,240050
P17111521282910.jpg,2017-11-15 21:28:29,254944
P17111522350810.jpg,2017-11-15 22:35:08,260995
P17111607283210.jpg,2017-11-16 07:28:32,254669
P17111608351110.jpg,2017-11-16 08:35:11,270273
P17111609414910.jpg,2017-11-16 09:41:49,263703
P17111610482810.jpg,2017-11-16 10:48:28,267934
P17111611550810.jpg,2017-11-16 11:55:08,258774
P17111613014610.jpg,2017-11-16 13:01:46,248612
P17111614082510.jpg,2017-11-16 14:08:25,193097
P17111615150210.jpg,2017-11-16 15:15:02,196521
P17111616214210.jpg,2017-11-16 16:21:42,197075
P17111617282010.jpg,2017-11-16 17:28:20,202390
P17111618350010.jpg,2017-11-16 18:35:00,204268
P17111619413810.jpg,2017-11-16 19:41:38,204927
P17111620481710.jpg,2017-11-16 20:48:17,202601
P17111621545610.jpg,2017-11-16 21:54:56,212556
P17111623013510.jpg,2017-11-16 23:01:35,210838
P17111707545910.jpg,2017-11-17 07:54:59,224258
P17111709013810.jpg,2017-11-17 09:01:38,217472
P17111710081710.jpg,2017-11-17 10:08:17,217790
P17111711145610.jpg,2017-11-17 11:14:56,203372
P17111712213410.jpg,2017-11-17 12:21:34,212053
P17111713281410.jpg,2017-11-17 13:28:14,211515
P17111714345310.jpg,2017-11-17 14:34:53,206054
P17111715413210.jpg,2017-11-17 15:41:32,209380
P17111716480910.jpg,2017-11-17 16:48:09,190413
P17111717544910.jpg,2017-11-17 17:54:49,194321
P17111719012810.jpg,2017-11-17 19:01:28,200713
P17111720080610.jpg,2017-11-17 20:08:06,203256
P17111721144510.jpg,2017-11-17 21:14:45,204599
P17111722212410.jpg,2017-11-17 22:21:24,207939
P17111808212910.jpg,2017-11-18 08:21:29,217928
P17111809280710.jpg,2017-11-18 09:28:07,251842
P17111810344710.jpg,2017-11-18 10:34:47,239449
P17111811412610.jpg,2017-11-18 11:41:26,235149
P17111812480410.jpg,2017-11-18 12:48:04,217326
P17111813544310.jpg,2017-11-18 13:54:43,219194
P17111815012210.jpg,2017-11-18 15:01:22,220221
P17111816080210.jpg,2017-11-18 16:08:02,221713
P17111817144010.jpg,2017-11-18 17:14:40,226041
P17111908480510.jpg,2017-11-19 08:48:05,184966
P17111909544510.jpg,2017-11-19 09:54:45,174161
P17111911012210.jpg,2017-11-19 11:01:22,142201
P17111912080110.jpg,2017-11-19 12:08:01,213307
P17111913144010.jpg,2017-11-19 13:14:40,251156
P17111914211910.jpg,2017-11-19 14:21:19,255833
P17111915275710.jpg,2017-11-19 15:27:57,251223
P17112001280210.jpg,2017-11-20 01:28:02,228664
P17112008080510.jpg,2017-11-20 08:08:05,140237
P17112009144310.jpg,2017-11-20 09:14:43,149617
P17112010212310.jpg,2017-11-20 10:21:23,172859
P17112011280210.jpg,2017-11-20 11:28:02,195925
P17112012344010.jpg,2017-11-20 12:34:40,193917
P17112013411810.jpg,2017-11-20 13:41:18,177472
P17112014475710.jpg,2017-11-20 14:47:57,241321
P17112015543610.jpg,2017-11-20 15:54:36,244095
P17112017011410.jpg,2017-11-20 17:01:14,237783
P17112101543810.jpg,2017-11-21 01:54:38,244541
P17112103011810.jpg,2017-11-21 03:01:18,245769
P17112109411710.jpg,2017-11-21 09:41:17,194984
P17112110475610.jpg,2017-11-21 10:47:56,253528
P17112111543410.jpg,2017-11-21 11:54:34,249092
P17112113011310.jpg,2017-11-21 13:01:13,247303
